Duration	Ch2	Ch4	Ch6	Ch8	Ch7	Ch2+Ch3	Ch3+Ch4	Ch3+Ch6	Ch3+Ch8	Ch3+Ch7	Ch3
1.019	3348.284	3348.284	3348.284	3348.284	1594.188	621.978	103.009	37.279	0.000	18.640	14389.873	0.476	1.000
1.009	3454.126	3454.126	3454.126	3454.126	1744.899	638.112	102.058	31.707	0.000	19.817	14136.553	0.505	1.000
1.014	3400.527	3400.527	3400.527	3400.527	1671.178	652.696	122.257	40.424	0.000	27.606	14435.231	0.491	1.000
1.011	3410.352	3410.352	3410.352	3410.352	1686.873	639.132	97.947	45.511	0.000	20.777	14405.201	0.495	1.000
1.015	3346.389	3346.389	3346.389	3346.389	1674.179	640.127	119.162	45.301	0.985	25.605	14157.646	0.500	1.000
1.026	3436.494	3436.494	3436.494	3436.494	1555.927	664.876	115.037	31.197	0.000	13.648	14428.398	0.453	1.000
1.004	3414.719	3414.719	3414.719	3414.719	1676.480	677.366	91.644	32.872	0.000	17.930	14368.119	0.491	1.000
1.003	3375.527	3375.527	3375.527	3375.527	1653.360	665.133	89.748	40.885	0.000	15.955	14008.687	0.490	1.000
1.016	3388.949	3388.949	3388.949	3388.949	1706.283	681.923	100.370	37.393	0.000	12.792	14495.532	0.503	1.000
1.022	3434.260	3434.260	3434.260	3434.260	1637.878	691.744	95.885	29.353	0.000	15.655	14532.498	0.477	1.000
1.006	3336.986	3336.986	3336.986	3336.986	1564.616	627.238	119.285	37.773	0.000	12.922	14424.487	0.469	1.000
1.003	3332.448	3332.448	3332.448	3332.448	1650.270	656.119	90.740	42.877	0.000	18.946	14357.845	0.495	1.000
1.003	3379.331	3379.331	3379.331	3379.331	1741.018	635.183	113.675	40.883	0.997	19.943	14591.249	0.515	1.000
1.002	3314.193	3314.193	3314.193	3314.193	1682.038	666.430	88.791	37.911	0.000	16.960	14450.959	0.508	1.000
1.017	3377.496	3377.496	3377.496	3377.496	1684.816	676.286	103.212	31.455	0.000	17.694	14428.080	0.499	1.000
1.009	3404.691	3404.691	3404.691	3404.691	1642.414	655.777	96.088	25.756	0.000	12.878	14421.150	0.482	1.000
1.002	3357.906	3357.906	3357.906	3357.906	1715.864	645.444	87.788	39.904	0.000	15.962	14336.443	0.511	1.000
1.000	3341.662	3341.662	3341.662	3341.662	1699.320	656.737	91.963	33.986	0.000	14.994	14420.227	0.509	1.000
1.003	3350.984	3350.984	3350.984	3350.984	1694.430	610.991	100.669	37.875	0.000	18.938	14490.364	0.506	1.000
1.026	3413.235	3413.235	3413.235	3413.235	1728.553	666.853	105.293	28.273	0.000	16.574	14551.826	0.506	1.000
1.006	3343.871	3343.871	3343.871	3343.871	1700.256	658.837	104.341	34.780	0.000	16.893	14443.733	0.508	1.000
1.003	3335.639	3335.639	3335.639	3335.639	1631.931	622.068	107.666	33.895	0.997	15.950	14466.067	0.489	1.000
1.016	3358.467	3358.467	3358.467	3358.467	1720.070	629.774	119.067	36.409	0.000	13.776	14287.013	0.512	1.000
1.024	3345.419	3345.419	3345.419	3345.419	1676.616	645.453	94.719	30.271	0.000	17.577	14480.217	0.501	1.000
