Duration	Ch1	Ch2	Ch1+Ch2	Ch2+Ch3	Ch2+Ch6	Ch2+Ch4
1.017	3432.669	131198.333	740.206	446.286	34.405	28.507	NaN	NaN
1.006	3331.617	132195.523	745.217	409.373	32.790	24.841	NaN	NaN
1.003	3341.847	132776.893	728.569	433.553	19.933	24.917	NaN	NaN
1.022	3417.029	132468.597	666.379	442.296	38.163	12.721	NaN	NaN
1.011	3490.875	132012.427	772.344	429.190	30.656	14.834	NaN	NaN
1.018	3307.651	132610.466	745.400	429.170	22.588	24.552	NaN	NaN
1.002	3234.119	132398.349	694.308	439.928	32.920	20.949	NaN	NaN
1.014	3224.567	132538.476	694.992	426.853	33.517	28.588	NaN	NaN
1.024	3266.818	132670.509	716.082	419.098	19.538	22.469	NaN	NaN
1.022	3290.324	131495.519	716.394	407.131	34.254	29.360	NaN	NaN
1.004	3108.524	131949.436	668.318	420.313	34.860	20.916	NaN	NaN
1.017	3323.297	131801.525	717.541	436.422	28.505	20.642	NaN	NaN
1.003	3024.386	131833.530	633.197	419.804	29.915	12.963	NaN	NaN
1.001	3204.013	132542.790	710.559	443.725	21.986	17.989	NaN	NaN
1.004	3336.035	131799.255	761.811	421.237	27.883	26.887	NaN	NaN
1.004	3130.428	132224.218	712.367	410.483	33.875	24.908	NaN	NaN
1.007	3318.826	131253.072	737.075	418.206	26.821	20.861	NaN	NaN
1.005	3302.026	132217.308	710.135	426.677	24.865	19.892	NaN	NaN
1.006	3234.615	131632.437	683.691	428.301	29.812	21.862	NaN	NaN
1.012	3235.688	131750.309	707.405	427.802	26.676	27.664	NaN	NaN
1.009	3312.358	132335.680	686.068	467.954	26.769	29.743	NaN	NaN
1.006	3137.504	132714.621	685.956	419.527	22.865	25.848	NaN	NaN
1.002	3085.339	131635.471	658.791	429.212	21.960	22.958	NaN	NaN
1.020	3060.164	131730.145	644.967	437.166	28.426	24.505	NaN	NaN
1.019	3123.177	131692.475	692.731	415.050	19.624	16.680	NaN	NaN
1.014	3130.095	132018.237	692.290	399.398	23.668	21.696	NaN	NaN
1.000	3261.599	131501.821	701.914	421.948	28.996	28.996	NaN	NaN
1.004	3208.778	131999.235	724.241	434.346	29.886	20.920	NaN	NaN
1.020	3325.265	131475.955	694.275	447.160	24.515	28.438	NaN	NaN
1.021	3315.235	132145.162	706.140	453.458	24.485	31.340	NaN	NaN
1.016	3211.914	131745.597	675.467	423.398	27.570	24.616	NaN	NaN
1.018	2949.234	131299.862	642.505	454.862	29.473	18.666	NaN	NaN
1.006	2914.105	132393.562	692.510	375.565	32.787	24.839	NaN	NaN
1.024	3170.171	132413.509	725.867	455.254	26.377	28.331	NaN	NaN
1.022	3044.116	132010.151	720.923	396.165	32.280	25.433	NaN	NaN
1.002	3167.250	132758.143	722.233	460.872	32.919	29.927	NaN	NaN
1.024	3184.079	132329.211	728.403	441.338	24.410	29.292	NaN	NaN
1.004	3183.293	132364.050	701.977	442.096	25.889	29.871	NaN	NaN
1.002	3039.332	132313.717	701.461	428.061	21.952	22.950	NaN	NaN
1.014	3136.243	132375.873	665.503	443.668	34.508	21.690	NaN	NaN
1.005	3090.963	132211.809	673.722	452.797	29.855	25.874	NaN	NaN
1.004	3001.884	131681.665	671.068	439.082	37.835	24.891	NaN	NaN
1.001	3193.251	132575.818	686.978	493.266	34.948	16.975	NaN	NaN
1.000	3216.111	132361.407	706.805	475.868	28.992	20.994	NaN	NaN
1.001	3166.020	132154.370	739.538	406.746	26.983	27.983	NaN	NaN
1.005	3145.581	131377.036	739.376	410.985	25.873	29.854	NaN	NaN
1.003	3091.042	131939.630	687.009	407.818	17.948	30.910	NaN	NaN
1.002	3251.475	131539.563	728.314	429.007	38.910	21.949	NaN	NaN
1.004	3147.328	131336.212	722.093	423.296	21.912	18.924	NaN	NaN
1.003	3053.372	131473.446	669.888	449.582	29.906	22.928	NaN	NaN
1.023	3131.105	131881.904	730.461	412.657	24.446	24.446	NaN	NaN
1.008	3149.310	132056.836	736.756	412.504	27.765	25.782	NaN	NaN
1.021	3074.071	132202.686	639.289	451.321	29.370	20.559	NaN	NaN
1.022	3221.025	132456.469	716.436	436.517	41.107	23.490	NaN	NaN
